review_id,user_id,hotel_id,rating,review_txt
249,55,3,3.32,Review text for review_249
250,81,3,2.82,Review text for review_250
251,83,4,2.1,Review text for review_251
252,36,3,1.2,Review text for review_252
253,96,1,3.68,Review text for review_253
254,72,5,4.45,Review text for review_254
255,2,4,2.39,Review text for review_255
256,65,4,4.8,Review text for review_256
257,39,3,1.84,Review text for review_257
258,23,2,3.25,Review text for review_258
259,62,1,3.0,Review text for review_259
260,94,1,2.25,Review text for review_260
261,68,1,2.05,Review text for review_261
262,98,1,3.29,Review text for review_262
263,23,1,1.54,Review text for review_263
264,2,1,3.97,Review text for review_264
265,41,1,3.88,Review text for review_265
266,22,3,1.68,Review text for review_266
267,39,2,1.31,Review text for review_267
268,48,1,3.15,Review text for review_268
269,64,4,4.24,Review text for review_269
270,48,1,2.95,Review text for review_270
271,37,2,3.78,Review text for review_271
272,5,5,4.25,Review text for review_272
273,79,4,2.55,Review text for review_273
274,44,4,4.68,Review text for review_274
275,50,4,3.72,Review text for review_275
276,9,3,2.49,Review text for review_276
277,13,1,4.14,Review text for review_277
278,34,1,3.32,Review text for review_278
279,99,3,2.84,Review text for review_279
280,99,4,2.9,Review text for review_280
281,91,5,3.26,Review text for review_281
282,4,3,1.58,Review text for review_282
283,63,2,2.89,Review text for review_283
284,62,5,4.32,Review text for review_284
285,18,2,2.35,Review text for review_285
286,98,4,1.94,Review text for review_286
287,42,4,2.18,Review text for review_287
288,77,4,2.32,Review text for review_288
289,14,4,2.07,Review text for review_289
290,71,1,2.07,Review text for review_290
291,54,1,3.05,Review text for review_291
292,59,3,2.74,Review text for review_292
293,47,1,3.59,Review text for review_293
294,42,4,2.01,Review text for review_294
295,49,3,4.68,Review text for review_295
296,26,5,3.12,Review text for review_296
297,83,4,4.31,Review text for review_297
298,12,2,4.53,Review text for review_298
299,68,3,1.05,Review text for review_299
300,79,1,3.64,Review text for review_300
